Release Period,State,Measure ID,Bottom-box Percentage,Middle-box Percentage,Top-box Percentage,Measure,Type,State Name,Region,Start Date,End Date,Response Rate (%)
07_2015,LA,H_QUIET_HSP,6,21,73,Quietness of Hospital Environment,Individual Item,Louisiana,West South Central,2013-10-01,2014-09-30,28.83653846153846
07_2015,LA,H_RECMND,4,21,75,Willingness to Recommend the Hospital,Global Item,Louisiana,West South Central,2013-10-01,2014-09-30,28.83653846153846
07_2015,MA,H_CLEAN_HSP,8,19,73,Cleanliness of Hospital Environment,Individual Item,Massachusetts,New England,2013-10-01,2014-09-30,30.066666666666666
07_2015,MA,H_COMP_1,5,15,80,Communication with Nurses,Composite Measure,Massachusetts,New England,2013-10-01,2014-09-30,30.066666666666666
07_2015,MA,H_COMP_2,5,15,80,Communication with Doctors,Composite Measure,Massachusetts,New England,2013-10-01,2014-09-30,30.066666666666666
07_2015,MA,H_COMP_3,10,24,66,Responsiveness of Hospital Staff,Composite Measure,Massachusetts,New England,2013-10-01,2014-09-30,30.066666666666666
07_2015,MA,H_COMP_5,18,18,64,Communication about Medicines,Composite Measure,Massachusetts,New England,2013-10-01,2014-09-30,30.066666666666666
07_2015,MA,H_COMP_6,12,0,88,Discharge Information,Composite Measure,Massachusetts,New England,2013-10-01,2014-09-30,30.066666666666666
07_2015,MA,H_COMP_7,4,44,52,Care Transition,Composite Measure,Massachusetts,New England,2013-10-01,2014-09-30,30.066666666666666
07_2015,MA,H_HSP_RATING,8,22,70,Overall Hospital Rating,Global Item,Massachusetts,New England,2013-10-01,2014-09-30,30.066666666666666
07_2015,MA,H_QUIET_HSP,15,33,52,Quietness of Hospital Environment,Individual Item,Massachusetts,New England,2013-10-01,2014-09-30,30.066666666666666
07_2015,MA,H_RECMND,4,22,74,Willingness to Recommend the Hospital,Global Item,Massachusetts,New England,2013-10-01,2014-09-30,30.066666666666666
07_2015,MD,H_CLEAN_HSP,13,21,66,Cleanliness of Hospital Environment,Individual Item,Maryland,South Atlantic,2013-10-01,2014-09-30,28.34090909090909
07_2015,MD,H_COMP_1,6,18,76,Communication with Nurses,Composite Measure,Maryland,South Atlantic,2013-10-01,2014-09-30,28.34090909090909
07_2015,MD,H_COMP_2,5,17,78,Communication with Doctors,Composite Measure,Maryland,South Atlantic,2013-10-01,2014-09-30,28.34090909090909
07_2015,MD,H_COMP_3,13,27,60,Responsiveness of Hospital Staff,Composite Measure,Maryland,South Atlantic,2013-10-01,2014-09-30,28.34090909090909
07_2015,MD,H_COMP_5,22,18,60,Communication about Medicines,Composite Measure,Maryland,South Atlantic,2013-10-01,2014-09-30,28.34090909090909
07_2015,MD,H_COMP_6,14,0,86,Discharge Information,Composite Measure,Maryland,South Atlantic,2013-10-01,2014-09-30,28.34090909090909
07_2015,MD,H_COMP_7,7,45,48,Care Transition,Composite Measure,Maryland,South Atlantic,2013-10-01,2014-09-30,28.34090909090909
07_2015,MD,H_HSP_RATING,10,25,65,Overall Hospital Rating,Global Item,Maryland,South Atlantic,2013-10-01,2014-09-30,28.34090909090909
07_2015,MD,H_QUIET_HSP,12,31,57,Quietness of Hospital Environment,Individual Item,Maryland,South Atlantic,2013-10-01,2014-09-30,28.34090909090909
07_2015,MD,H_RECMND,6,27,67,Willingness to Recommend the Hospital,Global Item,Maryland,South Atlantic,2013-10-01,2014-09-30,28.34090909090909
07_2015,ME,H_CLEAN_HSP,5,14,81,Cleanliness of Hospital Environment,Individual Item,Maine,New England,2013-10-01,2014-09-30,29.939393939393938
07_2015,ME,H_COMP_1,3,14,83,Communication with Nurses,Composite Measure,Maine,New England,2013-10-01,2014-09-30,29.939393939393938
07_2015,ME,H_COMP_2,4,12,84,Communication with Doctors,Composite Measure,Maine,New England,2013-10-01,2014-09-30,29.939393939393938
07_2015,ME,H_COMP_3,6,22,72,Responsiveness of Hospital Staff,Composite Measure,Maine,New England,2013-10-01,2014-09-30,29.939393939393938
07_2015,ME,H_COMP_5,14,17,69,Communication about Medicines,Composite Measure,Maine,New England,2013-10-01,2014-09-30,29.939393939393938
07_2015,ME,H_COMP_6,11,0,89,Discharge Information,Composite Measure,Maine,New England,2013-10-01,2014-09-30,29.939393939393938
07_2015,ME,H_COMP_7,4,38,58,Care Transition,Composite Measure,Maine,New England,2013-10-01,2014-09-30,29.939393939393938
07_2015,ME,H_HSP_RATING,6,19,75,Overall Hospital Rating,Global Item,Maine,New England,2013-10-01,2014-09-30,29.939393939393938
07_2015,ME,H_QUIET_HSP,9,31,60,Quietness of Hospital Environment,Individual Item,Maine,New England,2013-10-01,2014-09-30,29.939393939393938
07_2015,ME,H_RECMND,4,20,76,Willingness to Recommend the Hospital,Global Item,Maine,New England,2013-10-01,2014-09-30,29.939393939393938
07_2015,MI,H_CLEAN_HSP,8,19,73,Cleanliness of Hospital Environment,Individual Item,Michigan,East North Central,2013-10-01,2014-09-30,34.396694214876035
07_2015,MI,H_COMP_1,4,16,80,Communication with Nurses,Composite Measure,Michigan,East North Central,2013-10-01,2014-09-30,34.396694214876035
07_2015,MI,H_COMP_2,4,15,81,Communication with Doctors,Composite Measure,Michigan,East North Central,2013-10-01,2014-09-30,34.396694214876035
07_2015,MI,H_COMP_3,7,23,70,Responsiveness of Hospital Staff,Composite Measure,Michigan,East North Central,2013-10-01,2014-09-30,34.396694214876035
07_2015,MI,H_COMP_5,18,18,64,Communication about Medicines,Composite Measure,Michigan,East North Central,2013-10-01,2014-09-30,34.396694214876035
07_2015,MI,H_COMP_6,12,0,88,Discharge Information,Composite Measure,Michigan,East North Central,2013-10-01,2014-09-30,34.396694214876035
07_2015,MI,H_COMP_7,5,43,52,Care Transition,Composite Measure,Michigan,East North Central,2013-10-01,2014-09-30,34.396694214876035
07_2015,MI,H_HSP_RATING,7,21,72,Overall Hospital Rating,Global Item,Michigan,East North Central,2013-10-01,2014-09-30,34.396694214876035
07_2015,MI,H_QUIET_HSP,9,31,60,Quietness of Hospital Environment,Individual Item,Michigan,East North Central,2013-10-01,2014-09-30,34.396694214876035
07_2015,MI,H_RECMND,5,24,71,Willingness to Recommend the Hospital,Global Item,Michigan,East North Central,2013-10-01,2014-09-30,34.396694214876035
07_2015,MN,H_CLEAN_HSP,5,17,78,Cleanliness of Hospital Environment,Individual Item,Minnesota,West North Central,2013-10-01,2014-09-30,36.68181818181818
07_2015,MN,H_COMP_1,2,17,81,Communication with Nurses,Composite Measure,Minnesota,West North Central,2013-10-01,2014-09-30,36.68181818181818
07_2015,MN,H_COMP_2,3,13,84,Communication with Doctors,Composite Measure,Minnesota,West North Central,2013-10-01,2014-09-30,36.68181818181818
07_2015,MN,H_COMP_3,5,22,73,Responsiveness of Hospital Staff,Composite Measure,Minnesota,West North Central,2013-10-01,2014-09-30,36.68181818181818
07_2015,MN,H_COMP_5,14,20,66,Communication about Medicines,Composite Measure,Minnesota,West North Central,2013-10-01,2014-09-30,36.68181818181818
07_2015,MN,H_COMP_6,12,0,88,Discharge Information,Composite Measure,Minnesota,West North Central,2013-10-01,2014-09-30,36.68181818181818
07_2015,MN,H_COMP_7,4,41,55,Care Transition,Composite Measure,Minnesota,West North Central,2013-10-01,2014-09-30,36.68181818181818
07_2015,MN,H_HSP_RATING,6,20,74,Overall Hospital Rating,Global Item,Minnesota,West North Central,2013-10-01,2014-09-30,36.68181818181818
07_2015,MN,H_QUIET_HSP,6,28,66,Quietness of Hospital Environment,Individual Item,Minnesota,West North Central,2013-10-01,2014-09-30,36.68181818181818
07_2015,MN,H_RECMND,3,23,74,Willingness to Recommend the Hospital,Global Item,Minnesota,West North Central,2013-10-01,2014-09-30,36.68181818181818
07_2015,MO,H_CLEAN_HSP,9,18,73,Cleanliness of Hospital Environment,Individual Item,Missouri,West North Central,2013-10-01,2014-09-30,32.54347826086956
07_2015,MO,H_COMP_1,4,17,79,Communication with Nurses,Composite Measure,Missouri,West North Central,2013-10-01,2014-09-30,32.54347826086956
07_2015,MO,H_COMP_2,4,14,82,Communication with Doctors,Composite Measure,Missouri,West North Central,2013-10-01,2014-09-30,32.54347826086956
07_2015,MO,H_COMP_3,8,25,67,Responsiveness of Hospital Staff,Composite Measure,Missouri,West North Central,2013-10-01,2014-09-30,32.54347826086956
07_2015,MO,H_COMP_5,17,18,65,Communication about Medicines,Composite Measure,Missouri,West North Central,2013-10-01,2014-09-30,32.54347826086956
07_2015,MO,H_COMP_6,13,0,87,Discharge Information,Composite Measure,Missouri,West North Central,2013-10-01,2014-09-30,32.54347826086956
07_2015,MO,H_COMP_7,5,42,53,Care Transition,Composite Measure,Missouri,West North Central,2013-10-01,2014-09-30,32.54347826086956
07_2015,MO,H_HSP_RATING,7,22,71,Overall Hospital Rating,Global Item,Missouri,West North Central,2013-10-01,2014-09-30,32.54347826086956
07_2015,MO,H_QUIET_HSP,8,30,62,Quietness of Hospital Environment,Individual Item,Missouri,West North Central,2013-10-01,2014-09-30,32.54347826086956
07_2015,MO,H_RECMND,5,24,71,Willingness to Recommend the Hospital,Global Item,Missouri,West North Central,2013-10-01,2014-09-30,32.54347826086956
07_2015,MS,H_CLEAN_HSP,9,17,74,Cleanliness of Hospital Environment,Individual Item,Mississippi,East South Central,2013-10-01,2014-09-30,25.7625
07_2015,MS,H_COMP_1,5,14,81,Communication with Nurses,Composite Measure,Mississippi,East South Central,2013-10-01,2014-09-30,25.7625
07_2015,MS,H_COMP_2,3,10,87,Communication with Doctors,Composite Measure,Mississippi,East South Central,2013-10-01,2014-09-30,25.7625
07_2015,MS,H_COMP_3,11,20,69,Responsiveness of Hospital Staff,Composite Measure,Mississippi,East South Central,2013-10-01,2014-09-30,25.7625
07_2015,MS,H_COMP_5,18,15,67,Communication about Medicines,Composite Measure,Mississippi,East South Central,2013-10-01,2014-09-30,25.7625
07_2015,MS,H_COMP_6,16,0,84,Discharge Information,Composite Measure,Mississippi,East South Central,2013-10-01,2014-09-30,25.7625
07_2015,MS,H_COMP_7,5,42,53,Care Transition,Composite Measure,Mississippi,East South Central,2013-10-01,2014-09-30,25.7625
07_2015,MS,H_HSP_RATING,8,20,72,Overall Hospital Rating,Global Item,Mississippi,East South Central,2013-10-01,2014-09-30,25.7625
07_2015,MS,H_QUIET_HSP,6,22,72,Quietness of Hospital Environment,Individual Item,Mississippi,East South Central,2013-10-01,2014-09-30,25.7625
07_2015,MS,H_RECMND,5,25,70,Willingness to Recommend the Hospital,Global Item,Mississippi,East South Central,2013-10-01,2014-09-30,25.7625
07_2015,MT,H_CLEAN_HSP,10,18,72,Cleanliness of Hospital Environment,Individual Item,Montana,Mountain,2013-10-01,2014-09-30,34.05
07_2015,MT,H_COMP_1,3,18,79,Communication with Nurses,Composite Measure,Montana,Mountain,2013-10-01,2014-09-30,34.05
07_2015,MT,H_COMP_2,4,13,83,Communication with Doctors,Composite Measure,Montana,Mountain,2013-10-01,2014-09-30,34.05
07_2015,MT,H_COMP_3,7,24,69,Responsiveness of Hospital Staff,Composite Measure,Montana,Mountain,2013-10-01,2014-09-30,34.05
07_2015,MT,H_COMP_5,18,17,65,Communication about Medicines,Composite Measure,Montana,Mountain,2013-10-01,2014-09-30,34.05
07_2015,MT,H_COMP_6,17,0,83,Discharge Information,Composite Measure,Montana,Mountain,2013-10-01,2014-09-30,34.05
07_2015,MT,H_COMP_7,5,44,51,Care Transition,Composite Measure,Montana,Mountain,2013-10-01,2014-09-30,34.05
07_2015,MT,H_HSP_RATING,8,24,68,Overall Hospital Rating,Global Item,Montana,Mountain,2013-10-01,2014-09-30,34.05
07_2015,MT,H_QUIET_HSP,8,30,62,Quietness of Hospital Environment,Individual Item,Montana,Mountain,2013-10-01,2014-09-30,34.05
07_2015,MT,H_RECMND,4,27,69,Willingness to Recommend the Hospital,Global Item,Montana,Mountain,2013-10-01,2014-09-30,34.05
07_2015,NC,H_CLEAN_HSP,9,19,72,Cleanliness of Hospital Environment,Individual Item,North Carolina,South Atlantic,2013-10-01,2014-09-30,28.670103092783506
07_2015,NC,H_COMP_1,4,16,80,Communication with Nurses,Composite Measure,North Carolina,South Atlantic,2013-10-01,2014-09-30,28.670103092783506
07_2015,NC,H_COMP_2,4,13,83,Communication with Doctors,Composite Measure,North Carolina,South Atlantic,2013-10-01,2014-09-30,28.670103092783506
07_2015,NC,H_COMP_3,9,23,68,Responsiveness of Hospital Staff,Composite Measure,North Carolina,South Atlantic,2013-10-01,2014-09-30,28.670103092783506
07_2015,NC,H_COMP_5,18,16,66,Communication about Medicines,Composite Measure,North Carolina,South Atlantic,2013-10-01,2014-09-30,28.670103092783506
07_2015,NC,H_COMP_6,14,0,86,Discharge Information,Composite Measure,North Carolina,South Atlantic,2013-10-01,2014-09-30,28.670103092783506
07_2015,NC,H_COMP_7,5,43,52,Care Transition,Composite Measure,North Carolina,South Atlantic,2013-10-01,2014-09-30,28.670103092783506
07_2015,NC,H_HSP_RATING,8,22,70,Overall Hospital Rating,Global Item,North Carolina,South Atlantic,2013-10-01,2014-09-30,28.670103092783506
07_2015,NC,H_QUIET_HSP,9,29,62,Quietness of Hospital Environment,Individual Item,North Carolina,South Atlantic,2013-10-01,2014-09-30,28.670103092783506
07_2015,NC,H_RECMND,5,25,70,Willingness to Recommend the Hospital,Global Item,North Carolina,South Atlantic,2013-10-01,2014-09-30,28.670103092783506
07_2015,ND,H_CLEAN_HSP,8,19,73,Cleanliness of Hospital Environment,Individual Item,North Dakota,West North Central,2013-10-01,2014-09-30,36.029411764705884
07_2015,ND,H_COMP_1,4,18,78,Communication with Nurses,Composite Measure,North Dakota,West North Central,2013-10-01,2014-09-30,36.029411764705884
07_2015,ND,H_COMP_2,4,15,81,Communication with Doctors,Composite Measure,North Dakota,West North Central,2013-10-01,2014-09-30,36.029411764705884
07_2015,ND,H_COMP_3,7,24,69,Responsiveness of Hospital Staff,Composite Measure,North Dakota,West North Central,2013-10-01,2014-09-30,36.029411764705884
07_2015,ND,H_COMP_5,18,19,63,Communication about Medicines,Composite Measure,North Dakota,West North Central,2013-10-01,2014-09-30,36.029411764705884
07_2015,ND,H_COMP_6,18,0,82,Discharge Information,Composite Measure,North Dakota,West North Central,2013-10-01,2014-09-30,36.029411764705884
07_2015,ND,H_COMP_7,5,46,49,Care Transition,Composite Measure,North Dakota,West North Central,2013-10-01,2014-09-30,36.029411764705884
07_2015,ND,H_HSP_RATING,9,24,67,Overall Hospital Rating,Global Item,North Dakota,West North Central,2013-10-01,2014-09-30,36.029411764705884
07_2015,ND,H_QUIET_HSP,8,30,62,Quietness of Hospital Environment,Individual Item,North Dakota,West North Central,2013-10-01,2014-09-30,36.029411764705884
07_2015,ND,H_RECMND,5,26,69,Willingness to Recommend the Hospital,Global Item,North Dakota,West North Central,2013-10-01,2014-09-30,36.029411764705884
07_2015,NE,H_CLEAN_HSP,5,15,80,Cleanliness of Hospital Environment,Individual Item,Nebraska,West North Central,2013-10-01,2014-09-30,37.379746835443036
07_2015,NE,H_COMP_1,3,14,83,Communication with Nurses,Composite Measure,Nebraska,West North Central,2013-10-01,2014-09-30,37.379746835443036
07_2015,NE,H_COMP_2,2,13,85,Communication with Doctors,Composite Measure,Nebraska,West North Central,2013-10-01,2014-09-30,37.379746835443036
07_2015,NE,H_COMP_3,5,20,75,Responsiveness of Hospital Staff,Composite Measure,Nebraska,West North Central,2013-10-01,2014-09-30,37.379746835443036
07_2015,NE,H_COMP_5,14,20,66,Communication about Medicines,Composite Measure,Nebraska,West North Central,2013-10-01,2014-09-30,37.379746835443036
07_2015,NE,H_COMP_6,12,0,88,Discharge Information,Composite Measure,Nebraska,West North Central,2013-10-01,2014-09-30,37.379746835443036
07_2015,NE,H_COMP_7,4,39,57,Care Transition,Composite Measure,Nebraska,West North Central,2013-10-01,2014-09-30,37.379746835443036
07_2015,NE,H_HSP_RATING,5,19,76,Overall Hospital Rating,Global Item,Nebraska,West North Central,2013-10-01,2014-09-30,37.379746835443036
07_2015,NE,H_QUIET_HSP,5,29,66,Quietness of Hospital Environment,Individual Item,Nebraska,West North Central,2013-10-01,2014-09-30,37.379746835443036
07_2015,NE,H_RECMND,3,21,76,Willingness to Recommend the Hospital,Global Item,Nebraska,West North Central,2013-10-01,2014-09-30,37.379746835443036
07_2015,NH,H_CLEAN_HSP,6,17,77,Cleanliness of Hospital Environment,Individual Item,New Hampshire,New England,2013-10-01,2014-09-30,31.583333333333332
07_2015,NH,H_COMP_1,3,16,81,Communication with Nurses,Composite Measure,New Hampshire,New England,2013-10-01,2014-09-30,31.583333333333332
07_2015,NH,H_COMP_2,4,14,82,Communication with Doctors,Composite Measure,New Hampshire,New England,2013-10-01,2014-09-30,31.583333333333332
07_2015,NH,H_COMP_3,7,22,71,Responsiveness of Hospital Staff,Composite Measure,New Hampshire,New England,2013-10-01,2014-09-30,31.583333333333332
07_2015,NH,H_COMP_5,15,17,68,Communication about Medicines,Composite Measure,New Hampshire,New England,2013-10-01,2014-09-30,31.583333333333332
07_2015,NH,H_COMP_6,11,0,89,Discharge Information,Composite Measure,New Hampshire,New England,2013-10-01,2014-09-30,31.583333333333332
07_2015,NH,H_COMP_7,4,42,54,Care Transition,Composite Measure,New Hampshire,New England,2013-10-01,2014-09-30,31.583333333333332
07_2015,NH,H_HSP_RATING,6,21,73,Overall Hospital Rating,Global Item,New Hampshire,New England,2013-10-01,2014-09-30,31.583333333333332
07_2015,NH,H_QUIET_HSP,10,33,57,Quietness of Hospital Environment,Individual Item,New Hampshire,New England,2013-10-01,2014-09-30,31.583333333333332
07_2015,NH,H_RECMND,4,21,75,Willingness to Recommend the Hospital,Global Item,New Hampshire,New England,2013-10-01,2014-09-30,31.583333333333332
07_2015,NJ,H_CLEAN_HSP,10,21,69,Cleanliness of Hospital Environment,Individual Item,New Jersey,Mid-Atlantic,2013-10-01,2014-09-30,25.484375
07_2015,NJ,H_COMP_1,6,17,77,Communication with Nurses,Composite Measure,New Jersey,Mid-Atlantic,2013-10-01,2014-09-30,25.484375
07_2015,NJ,H_COMP_2,6,16,78,Communication with Doctors,Composite Measure,New Jersey,Mid-Atlantic,2013-10-01,2014-09-30,25.484375
07_2015,NJ,H_COMP_3,13,25,62,Responsiveness of Hospital Staff,Composite Measure,New Jersey,Mid-Atlantic,2013-10-01,2014-09-30,25.484375
07_2015,NJ,H_COMP_5,22,18,60,Communication about Medicines,Composite Measure,New Jersey,Mid-Atlantic,2013-10-01,2014-09-30,25.484375
07_2015,NJ,H_COMP_6,17,0,83,Discharge Information,Composite Measure,New Jersey,Mid-Atlantic,2013-10-01,2014-09-30,25.484375
07_2015,NJ,H_COMP_7,7,46,47,Care Transition,Composite Measure,New Jersey,Mid-Atlantic,2013-10-01,2014-09-30,25.484375
07_2015,NJ,H_HSP_RATING,10,25,65,Overall Hospital Rating,Global Item,New Jersey,Mid-Atlantic,2013-10-01,2014-09-30,25.484375
07_2015,NJ,H_QUIET_HSP,15,32,53,Quietness of Hospital Environment,Individual Item,New Jersey,Mid-Atlantic,2013-10-01,2014-09-30,25.484375
07_2015,NJ,H_RECMND,7,26,67,Willingness to Recommend the Hospital,Global Item,New Jersey,Mid-Atlantic,2013-10-01,2014-09-30,25.484375
07_2015,NM,H_CLEAN_HSP,10,19,71,Cleanliness of Hospital Environment,Individual Item,New Mexico,Mountain,2013-10-01,2014-09-30,25.9
07_2015,NM,H_COMP_1,6,18,76,Communication with Nurses,Composite Measure,New Mexico,Mountain,2013-10-01,2014-09-30,25.9
07_2015,NM,H_COMP_2,5,15,80,Communication with Doctors,Composite Measure,New Mexico,Mountain,2013-10-01,2014-09-30,25.9
07_2015,NM,H_COMP_3,10,24,66,Responsiveness of Hospital Staff,Composite Measure,New Mexico,Mountain,2013-10-01,2014-09-30,25.9
07_2015,NM,H_COMP_5,18,18,64,Communication about Medicines,Composite Measure,New Mexico,Mountain,2013-10-01,2014-09-30,25.9
07_2015,NM,H_COMP_6,17,0,83,Discharge Information,Composite Measure,New Mexico,Mountain,2013-10-01,2014-09-30,25.9
07_2015,NM,H_COMP_7,7,45,48,Care Transition,Composite Measure,New Mexico,Mountain,2013-10-01,2014-09-30,25.9
